event_id,event_name,posted_by_user_id,nearest_known_destination,district,province,event_date,true_latitude,true_longitude,reported_latitude,reported_longitude,submission_method,distance_error_m,location_accuracy_score,accuracy_tier,is_verified_for_display
EVT23511,Pop-up Local Festival,U00409,Madu Ganga Mangrove Boat Tour,Galle,Southern,2023-12-29,6.26243,80.05749,6.26586,80.05775,GPS Auto-Tag,382.4,62.0,Medium,True
EVT23512,Beach Party,U02412,Panama-Kudumbigala Eco Reserve,Ampara,Eastern,2023-02-26,6.89244,81.78415,6.89361,81.78641,GPS Auto-Tag,280.8,70.4,Medium,True
EVT23513,Corporate Retreat Event,U06263,Sinharaja Rainforest Trekking,Ratnapura/Galle,Sabaragamuwa,2024-11-09,6.40086,80.4956,6.39824,80.4976,Manual Map Pin,365.6,63.3,Medium,True
EVT23514,Beach Party,U14475,Wewurukannala & Buduruwagala Carvings,Badulla/Monaragala,Uva,2023-03-04,6.71778,81.15374,6.77518,81.15784,Typed Address,6387.0,0.0,Very Low,False
EVT23515,Private Wedding,U03274,Dowa Rock Temple,Badulla,Uva,2024-11-13,6.88125,81.06379,6.90818,80.99111,Typed Address,8548.3,0.0,Very Low,False
EVT23516,Beach Party,U05715,Panama Village,Ampara,Eastern,2024-05-22,6.91651,81.79192,6.9157,81.79114,GPS Auto-Tag,124.6,85.6,High,True
EVT23517,Pop-up Local Festival,U12062,Ramboda Falls Visit,Nuwara Eliya,Central,2024-12-18,7.06108,80.71493,7.04598,80.70766,Manual Map Pin,1857.0,9.8,Very Low,False
EVT23518,Corporate Retreat Event,U12872,Wilpattu National Park Safari,Puttalam,North Western,2025-09-13,8.43095,80.05978,8.50351,80.05506,Typed Address,8070.7,0.0,Very Low,False
EVT23519,Full Moon Party,U16240,Thalangama Wetland Birdwatching,Colombo,Western,2024-11-09,6.88444,79.93975,6.88547,79.94022,GPS Auto-Tag,125.7,85.5,High,True
EVT23520,Beach Party,U08057,Arugam Bay Surfing,Ampara,Eastern,2024-01-02,6.82372,81.82228,6.82289,81.82094,GPS Auto-Tag,174.0,80.5,Medium,True
EVT23521,Private Wedding,U06470,Mirissa Whale Watching & Beach,Matara,Southern,2023-04-12,5.93885,80.46906,5.93667,80.46986,GPS Auto-Tag,256.8,72.5,Medium,True
EVT23522,Temple/Kovil Special Pooja,U09537,Vesak Festival (Colombo & Island-wide),Colombo,Western,2024-09-13,6.9008,79.83615,6.90181,79.83256,GPS Auto-Tag,411.8,59.8,Low,False
EVT23523,Beach Party,U10313,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-02-24,7.46586,80.7768,7.46653,80.77716,GPS Auto-Tag,84.0,90.0,High,True
EVT23524,Temple/Kovil Special Pooja,U11450,Nuwara Eliya Tea Factory Tour,Nuwara Eliya,Central,2025-02-16,6.97747,80.76842,6.97828,80.76951,GPS Auto-Tag,149.9,82.9,Medium,True
EVT23525,Corporate Retreat Event,U05838,Polonnaruwa Cycling Tour,Polonnaruwa,North Central,2024-07-17,7.92764,81.01566,7.9301,81.01651,GPS Auto-Tag,288.4,69.7,Medium,True
EVT23526,Corporate Retreat Event,U17163,Unawatuna Beach,Galle,Southern,2024-05-06,5.99341,80.2369,5.99113,80.23688,GPS Auto-Tag,253.1,72.9,Medium,True
EVT23527,Live Music Night,U11425,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2023-06-24,7.17933,81.4468,7.16405,81.44874,Manual Map Pin,1708.9,11.8,Very Low,False
EVT23528,Corporate Retreat Event,U10715,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2023-08-03,7.46226,80.7835,7.46279,80.78486,GPS Auto-Tag,161.0,81.8,Medium,True
EVT23529,Private Wedding,U13269,Induruwa Turtle Conservation,Galle,Southern,2025-09-27,6.05219,80.03425,6.0571,80.03027,Manual Map Pin,699.1,41.7,Low,False
EVT23530,Live Music Night,U02793,Bentota River Safari & Beach,Galle,Southern,2025-11-01,6.43562,80.00032,6.43947,79.98802,Manual Map Pin,1423.2,16.9,Very Low,False
EVT23531,Corporate Retreat Event,U17784,Pigeon Island Snorkeling,Trincomalee,Eastern,2023-02-11,8.70364,81.21168,8.74717,81.2246,Typed Address,5035.1,0.2,Very Low,False
EVT23532,Temple/Kovil Special Pooja,U03024,Arugam Bay Surfing,Ampara,Eastern,2023-06-23,6.83982,81.83315,6.83956,81.8327,GPS Auto-Tag,57.5,93.1,High,True
EVT23533,Community New Year Carnival,U17376,Kitulgala White Water Rafting,Kegalle,Sabaragamuwa,2024-08-13,6.9744,80.4248,6.97295,80.4235,Manual Map Pin,216.1,76.3,Medium,True
EVT23534,Full Moon Party,U02344,Wadduwa Beach Escape,Kalutara,Western,2025-10-13,6.64876,79.92908,6.65023,79.93117,GPS Auto-Tag,281.8,70.3,Medium,True
EVT23535,Full Moon Party,U01133,Ella Rock & Little Adam's Peak Hike,Badulla,Uva,2024-07-06,6.85922,81.04656,6.86128,81.05598,Manual Map Pin,1063.1,26.5,Very Low,False
EVT23536,Beach Party,U07924,Kanneliya Rainforest Reserve,Galle,Southern,2025-04-29,6.22266,80.34788,6.22355,80.34871,GPS Auto-Tag,134.4,84.5,Medium,True
EVT23537,Temple/Kovil Special Pooja,U08487,Wewurukannala & Buduruwagala Carvings,Badulla/Monaragala,Uva,2023-05-22,6.70519,81.16538,6.70876,81.1643,GPS Auto-Tag,413.8,59.6,Low,False
EVT23538,Pop-up Local Festival,U06539,Kandy Esala Perahera,Kandy,Central,2023-10-29,7.2878,80.64322,7.2875,80.64231,GPS Auto-Tag,105.8,87.6,High,True
EVT23539,Beach Party,U10009,Minneriya-Kaudulla Elephant Corridor,Polonnaruwa,North Central,2025-12-27,8.0297,80.94693,8.00658,80.90359,Typed Address,5412.0,0.1,Very Low,False
EVT23540,Food & Craft Fair,U16880,Nuwara Eliya Gregory Lake Boating,Nuwara Eliya,Central,2024-05-01,6.93456,80.79537,6.92193,80.80319,Typed Address,1645.2,12.8,Very Low,False
EVT23541,Temple/Kovil Special Pooja,U17833,Minneriya Elephant Gathering,Polonnaruwa,North Central,2025-12-31,8.04192,80.87581,8.04469,80.87832,GPS Auto-Tag,413.4,59.6,Low,False
EVT23542,Village Perahera,U04884,Bellanwila-Attidiya Sanctuary,Colombo,Western,2025-08-07,6.83115,79.88784,6.83173,79.8877,GPS Auto-Tag,65.9,92.1,High,True
EVT23543,Private Wedding,U04193,Kochchikade St. Anthony's Feast,Colombo,Western,2024-08-18,6.94289,79.84126,6.95976,79.84258,Manual Map Pin,1877.4,9.6,Very Low,False
EVT23544,Full Moon Party,U17630,Panama Village,Ampara,Eastern,2024-09-08,6.93036,81.79483,7.04677,81.78893,Typed Address,12938.4,0.0,Very Low,False
EVT23545,Community New Year Carnival,U06678,Muhudu Maha Vihara,Hambantota,Southern,2024-05-03,6.3458,81.47336,6.35777,81.45733,Manual Map Pin,2212.6,6.3,Very Low,False
EVT23546,Pop-up Local Festival,U00516,Wilpattu National Park Safari,Puttalam,North Western,2024-07-27,8.4708,80.04802,8.47047,80.04966,GPS Auto-Tag,183.3,79.5,Medium,True
EVT23547,Village Perahera,U14106,Weligama Surf School,Matara,Southern,2024-06-03,5.98258,80.40855,5.98245,80.40819,GPS Auto-Tag,42.3,94.8,High,True
EVT23548,Village Perahera,U03102,Mirissa Whale Watching & Beach,Matara,Southern,2023-09-05,5.93773,80.4598,5.94054,80.46099,GPS Auto-Tag,339.5,65.4,Medium,True
EVT23549,Full Moon Party,U01707,Minneriya Elephant Gathering,Polonnaruwa,North Central,2023-10-13,8.05114,80.88912,8.06659,80.89555,Manual Map Pin,1854.6,9.8,Very Low,False
EVT23550,Live Music Night,U06798,Madunagala Hot Springs,Hambantota,Southern,2024-10-28,6.23441,81.22915,6.23628,81.23042,GPS Auto-Tag,250.5,73.1,Medium,True
EVT23551,Live Music Night,U12683,Kalpitiya Kite Surfing,Puttalam,North Western,2023-06-10,8.22706,79.76466,8.22433,79.76967,Manual Map Pin,627.7,45.6,Low,False
EVT23552,Beach Party,U11342,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-06-01,7.47879,80.79787,7.46712,80.78957,Manual Map Pin,1585.8,13.8,Very Low,False
EVT23553,Temple/Kovil Special Pooja,U03213,Muthurajawela Marsh Boat Safari,Gampaha,Western,2025-08-24,7.06568,79.87791,7.06657,79.87984,GPS Auto-Tag,234.1,74.6,Medium,True
EVT23554,Village Perahera,U16081,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2023-04-06,7.46473,80.79778,7.46636,80.79589,GPS Auto-Tag,276.1,70.8,Medium,True
EVT23555,Pop-up Local Festival,U07781,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2024-01-20,7.46952,80.7789,7.4699,80.77827,GPS Auto-Tag,81.4,90.3,High,True
EVT23556,Live Music Night,U10471,Yala National Park Safari,Hambantota,Southern,2025-01-22,6.36877,81.52643,6.36922,81.52713,GPS Auto-Tag,92.5,89.1,High,True
EVT23557,Full Moon Party,U01075,Bentota River Safari & Beach,Galle,Southern,2024-06-23,6.41784,80.01128,6.40898,79.99193,Typed Address,2349.8,5.3,Very Low,False
EVT23558,Private Wedding,U15315,Induruwa Turtle Conservation,Galle,Southern,2025-10-15,6.03916,80.02436,6.04102,80.02221,GPS Auto-Tag,314.4,67.5,Medium,True
EVT23559,Temple/Kovil Special Pooja,U04934,Weligama Surf School,Matara,Southern,2023-08-10,5.96815,80.42156,5.96818,80.4258,GPS Auto-Tag,468.0,55.7,Low,False
EVT23560,Private Wedding,U12595,Panama Village,Ampara,Eastern,2025-09-07,6.91491,81.80153,6.91512,81.80153,GPS Auto-Tag,23.5,97.1,High,True
EVT23561,Live Music Night,U10772,Kalametiya Bird Sanctuary,Hambantota,Southern,2023-10-26,6.05985,80.92272,6.06856,80.91169,Typed Address,1553.9,14.3,Very Low,False
EVT23562,Food & Craft Fair,U14795,Muhudu Maha Vihara,Hambantota,Southern,2023-11-14,6.3236,81.461,6.32636,81.44606,Manual Map Pin,1676.2,12.3,Very Low,False
EVT23563,Corporate Retreat Event,U15798,Bundala Wetland Birdwatching,Hambantota,Southern,2025-12-31,6.18992,81.21965,6.24877,81.26435,Typed Address,8185.9,0.0,Very Low,False
EVT23564,Full Moon Party,U09737,Dowa Rock Temple,Badulla,Uva,2025-05-10,6.87576,81.05252,6.87766,81.05379,GPS Auto-Tag,253.3,72.9,Medium,True
EVT23565,Private Wedding,U16417,Aluvihare Rock Monastery,Matale,Central,2024-03-31,7.47981,80.63116,7.48153,80.62986,GPS Auto-Tag,239.4,74.1,Medium,True
EVT23566,Food & Craft Fair,U03749,Delft Wild Pony Eco Tour,Jaffna,Northern,2025-01-13,9.54875,79.67324,9.55596,79.66815,Manual Map Pin,975.0,29.6,Very Low,False
EVT23567,Village Perahera,U04317,Delft Island,Jaffna,Northern,2025-10-19,9.53861,79.65276,9.5635,79.70063,Typed Address,5923.4,0.1,Very Low,False
EVT23568,Beach Party,U05502,Beruwala Beach Resort Leisure,Kalutara,Western,2025-07-06,6.48299,79.97565,6.49484,79.96095,Manual Map Pin,2088.0,7.4,Very Low,False
EVT23569,Private Wedding,U08151,St. Clair's & Devon Falls Viewpoint,Nuwara Eliya,Central,2024-03-30,7.02644,80.66363,7.02854,80.66237,GPS Auto-Tag,271.5,71.2,Medium,True
EVT23570,Private Wedding,U03544,Nuwara Eliya April Season,Nuwara Eliya,Central,2024-07-03,6.95679,80.80467,6.95618,80.80549,GPS Auto-Tag,113.2,86.8,High,True
EVT23571,Beach Party,U13646,Bentota River Safari & Beach,Galle,Southern,2024-05-17,6.43775,79.98919,6.43817,79.9878,GPS Auto-Tag,160.3,81.8,Medium,True
EVT23572,Live Music Night,U00121,Nuwara Eliya Tea Factory Tour,Nuwara Eliya,Central,2024-11-16,6.96428,80.77117,6.96509,80.77192,GPS Auto-Tag,122.5,85.8,High,True
EVT23573,Temple/Kovil Special Pooja,U00448,Kochchikade St. Anthony's Feast,Colombo,Western,2025-01-04,6.92844,79.85634,6.85366,79.86372,Typed Address,8339.8,0.0,Very Low,False
EVT23574,Village Perahera,U11951,Nallur Festival (Nallur Kandaswamy Kovil),Jaffna,Northern,2023-06-02,9.65134,80.03039,9.65244,80.03099,GPS Auto-Tag,138.2,84.1,Medium,True
EVT23575,Corporate Retreat Event,U16467,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-12-12,7.45917,80.78475,7.45425,80.77564,Manual Map Pin,1141.3,24.0,Very Low,False
EVT23576,Live Music Night,U02059,Hurulu Eco Park,Polonnaruwa,North Central,2025-01-31,8.16271,80.88769,8.16093,80.88935,GPS Auto-Tag,269.6,71.4,Medium,True
EVT23577,Temple/Kovil Special Pooja,U03115,Hurulu Eco Park,Polonnaruwa,North Central,2023-03-02,8.15628,80.8772,8.14548,80.87711,Manual Map Pin,1198.9,22.3,Very Low,False
EVT23578,Full Moon Party,U09482,Ambalangoda Mask Museum,Galle,Southern,2025-03-22,6.2382,80.05618,6.21466,80.06363,Typed Address,2739.4,3.3,Very Low,False
EVT23579,Full Moon Party,U13294,Mannar Bird Migration Watching,Mannar,Northern,2023-02-04,8.99355,79.88541,8.96713,79.87969,Typed Address,2998.4,2.4,Very Low,False
EVT23580,Food & Craft Fair,U07572,Nuwara Eliya Gregory Lake Boating,Nuwara Eliya,Central,2023-10-31,6.9612,80.76383,7.01255,80.79537,Typed Address,6675.5,0.0,Very Low,False
EVT23581,Village Perahera,U07690,Hurulu Eco Park,Polonnaruwa,North Central,2024-11-02,8.18776,80.88408,8.19173,80.88079,Manual Map Pin,569.8,49.1,Low,False
EVT23582,Community New Year Carnival,U15276,Bellanwila-Attidiya Sanctuary,Colombo,Western,2023-01-19,6.84331,79.90071,6.83824,79.8894,Manual Map Pin,1368.4,18.1,Very Low,False
EVT23583,Private Wedding,U01035,Sinhala & Tamil New Year Village Games,Anuradhapura,North Central,2024-09-29,8.32457,80.40608,8.33341,80.38864,Manual Map Pin,2152.7,6.8,Very Low,False
EVT23584,Corporate Retreat Event,U06122,Ritigala Forest Monastery,Anuradhapura,North Central,2025-05-18,8.11061,80.64138,8.14935,80.64233,Typed Address,4301.5,0.5,Very Low,False
EVT23585,Live Music Night,U15628,Weligama Surf School,Matara,Southern,2024-01-11,5.97149,80.42424,5.97067,80.42374,GPS Auto-Tag,107.3,87.4,High,True
EVT23586,Live Music Night,U04166,Sera Ella Waterfall,Matale,Central,2025-05-30,7.53272,80.69721,7.52993,80.6987,Manual Map Pin,350.9,64.5,Medium,True
EVT23587,Full Moon Party,U06222,"Christmas Celebrations, Negombo",Gampaha,Western,2024-11-23,7.1999,79.84076,7.2013,79.83936,GPS Auto-Tag,219.0,76.1,Medium,True
EVT23588,Food & Craft Fair,U02545,Hakgala Botanical Garden,Nuwara Eliya,Central,2025-02-04,6.90967,80.78986,6.91092,80.78809,GPS Auto-Tag,239.3,74.1,Medium,True
EVT23589,Village Perahera,U12019,Anuradhapura Cycling Tour,Anuradhapura,North Central,2024-03-07,8.29165,80.39871,8.29245,80.39764,GPS Auto-Tag,147.5,83.2,Medium,True
EVT23590,Pop-up Local Festival,U09485,Kumana Bird Sanctuary,Ampara,Eastern,2025-07-22,6.55848,81.65914,6.55824,81.65987,GPS Auto-Tag,84.4,90.0,High,True
EVT23591,Corporate Retreat Event,U09983,Beruwala Beach Resort Leisure,Kalutara,Western,2023-12-23,6.48037,79.98198,6.47687,79.98455,GPS Auto-Tag,480.7,54.8,Low,False
EVT23592,Temple/Kovil Special Pooja,U14564,Hurulu Eco Park,Polonnaruwa,North Central,2023-07-23,8.1678,80.87798,8.18397,80.89523,Manual Map Pin,2610.5,3.8,Very Low,False
EVT23593,Village Perahera,U06050,Wadduwa Beach Escape,Kalutara,Western,2023-10-12,6.63676,79.92412,6.63504,79.92342,GPS Auto-Tag,206.5,77.2,Medium,True
EVT23594,Private Wedding,U07031,Delft Wild Pony Eco Tour,Jaffna,Northern,2025-11-20,9.51798,79.66862,9.52069,79.66769,GPS Auto-Tag,317.7,67.2,Medium,True
EVT23595,Pop-up Local Festival,U03857,Victoria Park Nuwara Eliya,Nuwara Eliya,Central,2025-10-29,6.96583,80.77616,6.96465,80.77835,GPS Auto-Tag,273.8,71.0,Medium,True
EVT23596,Temple/Kovil Special Pooja,U11535,"Christmas Celebrations, Negombo",Gampaha,Western,2023-07-27,7.18799,79.82441,7.19817,79.82354,Manual Map Pin,1133.9,24.2,Very Low,False
EVT23597,Live Music Night,U09952,Beddagana Wetland Park,Colombo,Western,2025-06-16,6.89982,79.89374,6.8959,79.89036,Manual Map Pin,572.2,48.9,Low,False
EVT23598,Live Music Night,U08359,Dowa Rock Temple,Badulla,Uva,2023-05-05,6.89601,81.04555,6.89779,81.04659,GPS Auto-Tag,228.3,75.2,Medium,True
EVT23599,Corporate Retreat Event,U17894,Lipton's Seat Viewpoint,Badulla,Uva,2023-01-15,6.82685,81.07122,6.82455,81.06767,GPS Auto-Tag,466.7,55.8,Low,False
EVT23600,Community New Year Carnival,U16924,Ritigala Forest Monastery,Anuradhapura,North Central,2024-10-22,8.11927,80.63744,8.11812,80.63933,GPS Auto-Tag,244.0,73.7,Medium,True
EVT23601,Pop-up Local Festival,U13486,Kalpitiya Kite Surfing,Puttalam,North Western,2024-05-14,8.23523,79.78015,8.23711,79.77891,GPS Auto-Tag,250.4,73.1,Medium,True
EVT23602,Live Music Night,U16493,Muthurajawela Marsh Boat Safari,Gampaha,Western,2025-01-30,7.07349,79.87635,7.04449,79.84021,Typed Address,5119.9,0.2,Very Low,False
EVT23603,Beach Party,U06253,Kalametiya Bird Sanctuary,Hambantota,Southern,2024-02-26,6.07696,80.9457,6.10809,80.94765,Typed Address,3462.2,1.3,Very Low,False
EVT23604,Village Perahera,U13578,Kanneliya Rainforest Reserve,Galle,Southern,2025-10-22,6.2406,80.35397,6.24151,80.35331,GPS Auto-Tag,124.5,85.6,High,True
EVT23605,Village Perahera,U05690,Mirissa Whale Watching & Beach,Matara,Southern,2025-02-06,5.95077,80.47704,5.95162,80.47679,GPS Auto-Tag,97.8,88.5,High,True
EVT23606,Community New Year Carnival,U14378,Kalpitiya Kite Surfing,Puttalam,North Western,2025-05-12,8.23033,79.7516,8.24524,79.76042,Manual Map Pin,1916.9,9.1,Very Low,False
EVT23607,Corporate Retreat Event,U06881,Colombo Galle Face & City Tour,Colombo,Western,2023-07-04,6.93223,79.85653,6.92858,79.85384,Manual Map Pin,502.1,53.4,Low,False
EVT23608,Beach Party,U15295,Bentota River Safari & Beach,Galle,Southern,2023-12-22,6.41814,80.01131,6.41749,80.01009,GPS Auto-Tag,152.5,82.6,Medium,True
EVT23609,Food & Craft Fair,U09462,Knuckles Mountain Range Trekking,Kandy/Matale,Central,2025-12-03,7.47772,80.76885,7.47611,80.76853,GPS Auto-Tag,182.2,79.6,Medium,True
EVT23610,Corporate Retreat Event,U02984,Dowa Rock Temple,Badulla,Uva,2023-01-03,6.88627,81.04028,6.88642,81.03802,GPS Auto-Tag,249.1,73.2,Medium,True
EVT23611,Community New Year Carnival,U01735,Panama Village,Ampara,Eastern,2024-05-03,6.94008,81.78861,6.94097,81.78757,GPS Auto-Tag,151.1,82.8,Medium,True
EVT23612,Temple/Kovil Special Pooja,U16265,Adam's Peak (Sri Pada) Climb,Ratnapura,Sabaragamuwa,2025-07-16,6.81575,80.51317,6.81899,80.51958,Manual Map Pin,793.1,37.1,Low,False
EVT23613,Pop-up Local Festival,U07075,Muthurajawela Marsh Boat Safari,Gampaha,Western,2024-09-01,7.07492,79.88462,7.09717,79.79665,Typed Address,9999.8,0.0,Very Low,False
EVT23614,Corporate Retreat Event,U06383,Horton Plains Cloud Forest Eco Walk,Nuwara Eliya,Central,2025-05-27,6.80318,80.80147,6.80119,80.79904,Manual Map Pin,347.1,64.8,Medium,True
EVT23615,Food & Craft Fair,U15032,Hurulu Eco Park,Polonnaruwa,North Central,2024-01-03,8.18095,80.88273,8.17922,80.88234,GPS Auto-Tag,196.8,78.2,Medium,True
EVT23616,Corporate Retreat Event,U13374,Royal Botanical Garden Peradeniya,Kandy,Central,2024-06-10,7.27207,80.59218,7.27387,80.59117,GPS Auto-Tag,228.5,75.2,Medium,True
EVT23617,Private Wedding,U00819,Rekawa Turtle Conservation,Hambantota,Southern,2025-03-21,6.04938,80.85239,6.06164,80.85409,Manual Map Pin,1373.7,18.0,Very Low,False
EVT23618,Full Moon Party,U05235,Induruwa Turtle Conservation,Galle,Southern,2024-06-27,6.0407,80.03348,6.03471,80.02844,Manual Map Pin,867.0,33.8,Low,False
EVT23619,Community New Year Carnival,U15883,Beruwala Beach Resort Leisure,Kalutara,Western,2023-07-17,6.47565,79.98227,6.46595,79.97675,Manual Map Pin,1237.2,21.3,Very Low,False
EVT23620,Community New Year Carnival,U12711,Weligama Surf School,Matara,Southern,2023-05-26,5.97028,80.42675,5.95548,80.42358,Manual Map Pin,1679.2,12.3,Very Low,False
EVT23621,Live Music Night,U17436,Vesak Festival (Colombo & Island-wide),Colombo,Western,2023-04-10,6.94113,79.8531,6.92021,79.9085,Typed Address,6531.1,0.0,Very Low,False
EVT23622,Village Perahera,U06031,Kandy Lake Evening Walk,Kandy,Central,2024-05-30,7.30324,80.61996,7.27607,80.61675,Manual Map Pin,3036.2,2.2,Very Low,False
EVT23623,Beach Party,U09304,Nilaveli Beach,Trincomalee,Eastern,2025-03-26,8.70202,81.17466,8.70251,81.1775,GPS Auto-Tag,316.6,67.3,Medium,True
EVT23624,Private Wedding,U00522,Vesak Festival (Colombo & Island-wide),Colombo,Western,2025-11-09,6.9186,79.85941,6.91814,79.86051,GPS Auto-Tag,131.9,84.8,Medium,True
EVT23625,Village Perahera,U05577,Bentota River Safari & Beach,Galle,Southern,2025-07-02,6.40729,79.99343,6.40397,79.99345,GPS Auto-Tag,368.1,63.1,Medium,True
EVT23626,Live Music Night,U07739,Pigeon Island Snorkeling,Trincomalee,Eastern,2025-05-21,8.7367,81.19028,8.73576,81.19046,GPS Auto-Tag,105.9,87.6,High,True
EVT23627,Village Perahera,U01888,Pigeon Island Snorkeling,Trincomalee,Eastern,2024-01-28,8.70837,81.21785,8.70676,81.2161,GPS Auto-Tag,262.6,72.0,Medium,True
EVT23628,Food & Craft Fair,U17240,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2025-12-22,7.17619,81.43762,7.17628,81.43694,GPS Auto-Tag,75.5,91.0,High,True
EVT23629,Corporate Retreat Event,U02653,Bogoda Wooden Bridge,Badulla,Uva,2024-11-03,6.95562,81.01798,6.95558,81.01713,GPS Auto-Tag,93.9,88.9,High,True
EVT23630,Village Perahera,U11604,Wasgamuwa National Park Safari,Matale/Polonnaruwa,Central,2023-03-01,7.78112,80.92904,7.73456,80.93688,Typed Address,5239.5,0.1,Very Low,False
EVT23631,Village Perahera,U07108,Bentota River Safari & Beach,Galle,Southern,2023-02-28,6.42813,79.99685,6.43921,80.00132,Manual Map Pin,1325.3,19.1,Very Low,False
EVT23632,Community New Year Carnival,U01727,Ritigala Forest Monastery,Anuradhapura,North Central,2024-02-19,8.11025,80.65101,8.11098,80.65249,GPS Auto-Tag,182.3,79.6,Medium,True
EVT23633,Community New Year Carnival,U12933,Minneriya-Kaudulla Elephant Corridor,Polonnaruwa,North Central,2024-02-17,8.04323,80.9626,8.04164,80.96232,GPS Auto-Tag,180.0,79.9,Medium,True
EVT23634,Corporate Retreat Event,U08980,Ramboda Falls Visit,Nuwara Eliya,Central,2024-09-20,7.05764,80.69412,7.03787,80.6682,Typed Address,3601.0,1.1,Very Low,False
EVT23635,Private Wedding,U17230,Arugam Bay Surfing,Ampara,Eastern,2024-03-15,6.82089,81.81684,6.76854,81.87244,Typed Address,8445.9,0.0,Very Low,False
EVT23636,Corporate Retreat Event,U12180,Kataragama Esala Perahera,Monaragala,Uva,2024-03-09,6.41764,81.34147,6.41862,81.3411,GPS Auto-Tag,115.4,86.6,High,True
EVT23637,Full Moon Party,U15747,Kanniya Hot Springs,Trincomalee,Eastern,2025-11-06,8.58964,81.15497,8.58966,81.15464,GPS Auto-Tag,36.1,95.6,High,True
EVT23638,Beach Party,U16421,Nuwara Eliya Tea Factory Tour,Nuwara Eliya,Central,2023-12-04,6.96627,80.7652,6.96526,80.76221,GPS Auto-Tag,348.2,64.7,Medium,True
EVT23639,Live Music Night,U16666,Muhudu Maha Vihara,Hambantota,Southern,2024-06-06,6.34307,81.47575,6.37863,81.45328,Typed Address,4661.1,0.3,Very Low,False
EVT23640,Live Music Night,U06223,Lipton's Seat Viewpoint,Badulla,Uva,2023-09-29,6.80421,81.06606,6.80355,81.06749,GPS Auto-Tag,174.0,80.5,Medium,True
EVT23641,Temple/Kovil Special Pooja,U10272,Hiriwadunna Village,Anuradhapura,North Central,2025-06-03,7.98521,80.75715,7.99922,80.76009,Manual Map Pin,1588.2,13.7,Very Low,False
EVT23642,Corporate Retreat Event,U13449,Beruwala Beach Resort Leisure,Kalutara,Western,2024-10-22,6.50337,79.9747,6.50203,79.97437,GPS Auto-Tag,153.2,82.6,Medium,True
EVT23643,Live Music Night,U14214,Ravana Caves & Ella Wala Pool,Badulla,Uva,2023-07-21,6.86504,81.044,6.78811,81.05591,Typed Address,8639.6,0.0,Very Low,False
EVT23644,Full Moon Party,U15644,Hakgala Botanical Garden,Nuwara Eliya,Central,2024-01-12,6.92186,80.78741,6.92141,80.78786,GPS Auto-Tag,70.1,91.6,High,True
EVT23645,Pop-up Local Festival,U17103,Thalangama Wetland Birdwatching,Colombo,Western,2023-01-16,6.8988,79.91017,6.89739,79.92827,Manual Map Pin,2000.4,8.2,Very Low,False
EVT23646,Private Wedding,U17868,Udawalawe Elephant Transit Home,Ratnapura,Sabaragamuwa,2024-05-05,6.42511,80.9056,6.42607,80.90616,GPS Auto-Tag,123.0,85.7,High,True
EVT23647,Private Wedding,U14533,Trincomalee Whale Watching,Trincomalee,Eastern,2024-06-01,8.57562,81.22856,8.63852,81.30901,Typed Address,11257.2,0.0,Very Low,False
EVT23648,Village Perahera,U13094,Nallur Festival (Nallur Kandaswamy Kovil),Jaffna,Northern,2023-04-08,9.6704,80.01324,9.67425,79.99876,Manual Map Pin,1640.9,12.9,Very Low,False
EVT23649,Pop-up Local Festival,U05401,Hikkaduwa Diving & Surfing,Galle,Southern,2023-12-26,6.13403,80.11022,6.13632,80.10632,Manual Map Pin,500.1,53.5,Low,False
EVT23650,Beach Party,U02175,Diyaluma Infinity Pools,Badulla,Uva,2025-01-04,6.71631,81.02977,6.71629,81.02184,Manual Map Pin,874.4,33.5,Low,False
EVT23651,Community New Year Carnival,U11110,Wadduwa Beach Escape,Kalutara,Western,2023-01-25,6.64175,79.89921,6.64253,79.90067,GPS Auto-Tag,182.7,79.6,Medium,True
EVT23652,Private Wedding,U12274,Aluvihare Rock Monastery,Matale,Central,2023-08-11,7.49438,80.61864,7.4944,80.61809,GPS Auto-Tag,60.5,92.7,High,True
EVT23653,Pop-up Local Festival,U15473,Nuwara Eliya Tea Factory Tour,Nuwara Eliya,Central,2023-08-11,6.97207,80.78428,6.97404,80.73516,Typed Address,5416.3,0.1,Very Low,False
EVT23654,Pop-up Local Festival,U13026,Kosgoda Turtle Hatchery,Galle,Southern,2024-08-09,6.07694,79.99826,6.09832,80.02688,Typed Address,3951.2,0.7,Very Low,False
EVT23655,Full Moon Party,U00216,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2024-07-13,6.79911,80.51631,6.80198,80.51608,GPS Auto-Tag,320.2,67.0,Medium,True
EVT23656,Pop-up Local Festival,U07414,Trincomalee Whale Watching,Trincomalee,Eastern,2024-06-04,8.55703,81.23948,8.57174,81.18004,Typed Address,6725.5,0.0,Very Low,False
